id,name,category,year,parts,img_link,set_link,raw_price,mean_price
30011-1,Police Dinghy,City > Police,2010.0,16.0,/sets/30011-1/5420.jpg/180x180p.jpg,/sets/30011-1/police-dinghy/,"['\n$5.80\n', '\n$5.80\n']",5.8
7285-1,Police Dog Unit,City > Police,2011.0,96.0,/sets/7285-1/13773.jpg/180x180p.jpg,/sets/7285-1/police-dog-unit/,[],0.0
60048-1,Police Dog Unit,City > Police,2014.0,249.0,/sets/60048-1/7305.jpg/180x180p.jpg,/sets/60048-1/police-dog-unit/,[],0.0
60241-1,Police Dog Unit,City > Police,2020.0,67.0,/sets/60241-1/17772.jpg/180x180p.jpg,/sets/60241-1/police-dog-unit/,"['\n$18.03\n', '\n$10.80\n', '\n$18.03\n', '\n$10.80\n']",14.42
4441-1,Police Dog Van,City > Police,2012.0,315.0,/sets/4441-1/6484.jpg/180x180p.jpg,/sets/4441-1/police-dog-van/,[],0.0
7744-1,Police Headquarters,City > Police,2008.0,958.0,/sets/7744-1/52237.jpg/180x180p.jpg,/sets/7744-1/police-headquarters/,[],0.0
4991-1,Police Helicopter,City > Police,2007.0,31.0,/sets/4991-1/1869.jpg/180x180p.jpg,/sets/4991-1/police-helicopter/,"['\n$4.86\n', '\n$4.86\n']",4.86
30014-1,Police Helicopter,City > Police,2011.0,32.0,/sets/30014-1/92574.jpg/180x180p.jpg,/sets/30014-1/police-helicopter/,"['\n$8.00\n', '\n$8.00\n']",8.0
4473-1,Police Helicopter,City > Police,2012.0,112.0,/sets/4473-1/8209.jpg/180x180p.jpg,/sets/4473-1/police-helicopter/,[],0.0
30222-1,Police Helicopter,City > Police,2013.0,33.0,/sets/30222-1/44318.jpg/180x180p.jpg,/sets/30222-1/police-helicopter/,"['\n$6.04\n', '\n$6.04\n']",6.04
30226-1,Police Helicopter,City > Police,2014.0,48.0,/sets/30226-1/9552.jpg/180x180p.jpg,/sets/30226-1/police-helicopter/,[],0.0
30351-1,Police Helicopter,City > Police,2017.0,44.0,/sets/30351-1/2471.jpg/180x180p.jpg,/sets/30351-1/police-helicopter/,"['\n$4.00\n', '\n$4.00\n']",4.0
30367-1,Police Helicopter,City > Police,2020.0,39.0,/sets/30367-1/15921.jpg/180x180p.jpg,/sets/30367-1/police-helicopter/,"['\n$5.40\n', '\n$5.40\n']",5.4
60275-1,Police Helicopter,City > Police,2021.0,51.0,/sets/60275-1/77190.jpg/180x180p.jpg,/sets/60275-1/police-helicopter/,"['\n$9.99\n', '\n$9.99\n', '\n$17.90\n', '\n$9.99\n', '\n$9.99\n', '\n$17.90\n']",12.63
60242-1,Police Highway Arrest,City > Police,2020.0,185.0,/sets/60242-1/9966.jpg/180x180p.jpg,/sets/60242-1/police-highway-arrest/,"['\n$12.99\n', '\n$25.00\n', '\n$12.99\n', '\n$25.00\n']",19.0
4912-1,Police Jet Ski,City > Police,2005.0,22.0,/sets/4912-1/4057.jpg/180x180p.jpg,/sets/4912-1/police-jet-ski/,"['\n$20.23\n', '\n$20.23\n']",20.23
951701-1,Policeman and Crook,City > Police,2017.0,16.0,/sets/951701-1/3212.jpg/180x180p.jpg,/sets/951701-1/policeman-and-crook/,"['\n$3.66\n', '\n$3.66\n']",3.66
952101-1,Policeman and Helicopter,City > Police,2021.0,31.0,/sets/952101-1/79539.jpg/180x180p.jpg,/sets/952101-1/policeman-and-helicopter/,"['\n$1.72\n', '\n$1.72\n']",1.72
952016-1,Policeman and Robber,City > Police,2020.0,10.0,/sets/952016-1/56492.jpg/180x180p.jpg,/sets/952016-1/policeman-and-robber/,"['\n$1.89\n', '\n$1.89\n']",1.89
952001-1,Policeman & Motorbike,City > Police,2020.0,15.0,/sets/952001-1/19167.jpg/180x180p.jpg,/sets/952001-1/policeman-motorbike/,"['\n$3.07\n', '\n$3.07\n']",3.07
952103-1,Policeman & Motorcycle,City > Police,2021.0,13.0,/sets/952103-1/83336.jpg/180x180p.jpg,/sets/952103-1/policeman-motorcycle/,"['\n$3.40\n', '\n$3.40\n']",3.4
40372-1,Police Minifigure Accessory Set,City > Police,2020.0,42.0,/sets/40372-1/14526.jpg/180x180p.jpg,/sets/40372-1/police-minifigure-accessory-set/,"['\n$24.90\n', '\n$23.99\n', '\n$24.90\n', '\n$23.99\n']",24.44
7279-1,Police Minifigure Collection,City > Police,2011.0,57.0,/sets/7279-1/7658.jpg/180x180p.jpg,/sets/7279-1/police-minifigure-collection/,[],0.0
60315-1,Police Mobile Command Truck,City,2022.0,437.0,/sets/60315-1/95599.jpg/180x180p.jpg,/sets/60315-1/police-mobile-command-truck/,"['\n$129.99\n', '\n$49.99\n', '\n$33.76\n', '\n$129.99\n', '\n$49.99\n', '\n$33.76\n']",71.25
60245-1,Police Monster Truck Heist,City > Police,2020.0,362.0,/sets/60245-1/16431.jpg/180x180p.jpg,/sets/60245-1/police-monster-truck-heist/,"['\n$64.99\n', '\n$49.88\n', '\n$52.18\n', '\n$64.99\n', '\n$49.88\n', '\n$52.18\n']",55.68
5531-1,Police Motorcycle,City > Police,2005.0,18.0,/sets/5531-1/3598.jpg/180x180p.jpg,/sets/5531-1/police-motorcycle/,[],0.0
7235-1,Police Motorcycle (Black Sticker Version),City > Police,2005.0,29.0,/sets/7235-1/3726.jpg/180x180p.jpg,/sets/7235-1/police-motorcycle-black-sticker-version/,[],0.0
7235-2,Police Motorcycle (Blue Sticker Version),City > Police,2008.0,29.0,/sets/7235-2/52342.jpg/180x180p.jpg,/sets/7235-2/police-motorcycle-blue-sticker-version/,[],0.0
5612-1,Police Officer,City > Police,2008.0,21.0,/sets/5612-1/1910.jpg/180x180p.jpg,/sets/5612-1/police-officer/,[],0.0
951901-1,Police Officer and Jet,City > Police,2019.0,27.0,/sets/951901-1/1407.jpg/180x180p.jpg,/sets/951901-1/police-officer-and-jet/,"['\n$3.22\n', '\n$3.22\n']",3.22
952109-1,Police Officer with Dog,City > Police,2021.0,7.0,/sets/952109-1/91656.jpg/180x180p.jpg,/sets/952109-1/police-officer-with-dog/,"['\n$2.26\n', '\n$2.26\n']",2.26
951904-1,Police Officer with Jetpack,City > Police,2019.0,16.0,/sets/951904-1/11309.jpg/180x180p.jpg,/sets/951904-1/police-officer-with-jetpack/,"['\n$2.00\n', '\n$2.00\n']",2.0
60045-1,Police Patrol,City > Police,2014.0,408.0,/sets/60045-1/4401.jpg/180x180p.jpg,/sets/60045-1/police-patrol/,[],0.0
60129-1,Police Patrol Boat,City > Police,2016.0,200.0,/sets/60129-1/2868.jpg/180x180p.jpg,/sets/60129-1/police-patrol-boat/,"['\n$129.99\n', '\n$129.99\n']",129.99
60277-1,Police Patrol Boat,City > Police,2021.0,276.0,/sets/60277-1/77052.jpg/180x180p.jpg,/sets/60277-1/police-patrol-boat/,"['\n$59.99\n', '\n$61.93\n', '\n$59.99\n', '\n$59.49\n', '\n$59.99\n', '\n$61.93\n', '\n$59.99\n', '\n$59.49\n']",60.35
5060222-1,Police Patrol Bundle,City > Police,2020.0,0.0,/sets/5060222-1/93029.jpg/180x180p.jpg,/sets/5060222-1/police-patrol-bundle/,[],0.0
60239-1,Police Patrol Car,City > Police,2019.0,92.0,/sets/60239-1/17476.jpg/180x180p.jpg,/sets/60239-1/police-patrol-car/,"['\n$12.00\n', '\n$12.00\n']",12.0
30018-1,Police Plane,City > Police,2012.0,32.0,/sets/30018-1/1415.jpg/180x180p.jpg,/sets/30018-1/police-plane/,"['\n$3.18\n', '\n$3.18\n']",3.18
7723-1,Police Pontoon Plane,City > Police,2008.0,215.0,/sets/7723-1/3746.jpg/180x180p.jpg,/sets/7723-1/police-pontoon-plane/,[],0.0
60276-1,Police Prisoner Transport,City > Police,2021.0,244.0,/sets/60276-1/77118.jpg/180x180p.jpg,/sets/60276-1/police-prisoner-transport/,"['\n$24.99\n', '\n$29.99\n', '\n$23.80\n', '\n$24.99\n', '\n$29.99\n', '\n$23.80\n']",26.26
4437-1,Police Pursuit,City > Police,2012.0,129.0,/sets/4437-1/6490.jpg/180x180p.jpg,/sets/4437-1/police-pursuit/,"['\n$19.83\n', '\n$19.83\n']",19.83
60128-1,Police Pursuit,City > Police,2016.0,184.0,/sets/60128-1/463.jpg/180x180p.jpg,/sets/60128-1/police-pursuit/,[],0.0
30013-1,Police Quad,City > Police,2010.0,34.0,/sets/30013-1/2711.jpg/180x180p.jpg,/sets/30013-1/police-quad/,[],0.0
40175-1,Police Road Block Mission,City > Police,2017.0,58.0,/sets/40175-1/11426.jpg/180x180p.jpg,/sets/40175-1/police-road-block-mission/,"['\n$3.00\n', '\n$3.00\n']",3.0
30587-1,Police Robot Unit,City > Police,2022.0,0.0,/sets/30587-1/96402.jpg/180x180p.jpg,/sets/30587-1/police-robot-unit/,[],0.0
60136-1,Police Starter Set,City > Police,2017.0,80.0,/sets/60136-1/30155.jpg/180x180p.jpg,/sets/60136-1/police-starter-set/,[],0.0
7498-1,Police Station,City > Police,2011.0,786.0,/sets/7498-1/16630.jpg/180x180p.jpg,/sets/7498-1/police-station/,[],0.0
60141-1,Police Station,City > Police,2017.0,894.0,/sets/60141-1/31025.jpg/180x180p.jpg,/sets/60141-1/police-station/,"['\n$202.66\n', '\n$202.66\n']",202.66
60246-1,Police Station,City > Police,2020.0,743.0,/sets/60246-1/16428.jpg/180x180p.jpg,/sets/60246-1/police-station/,"['\n$102.99\n', '\n$84.95\n', '\n$66.77\n', '\n$91.00\n', '\n$102.99\n', '\n$84.95\n', '\n$66.77\n', '\n$91.00\n']",86.43
60316-1,Police Station,City,2022.0,668.0,/sets/60316-1/95957.jpg/180x180p.jpg,/sets/60316-1/police-station/,"['\n$50.99\n', '\n$69.99\n', '\n$52.56\n', '\n$50.99\n', '\n$69.99\n', '\n$52.56\n']",57.85
7237-1,Police Station [Lighted Figure],City > Police,2005.0,603.0,/sets/7237-1/165.jpg/180x180p.jpg,/sets/7237-1/police-station-lighted-figure/,[],0.0
4934-1,Police Swamp Boat,City > Police,2007.0,20.0,/sets/4934-1/14455.jpg/180x180p.jpg,/sets/4934-1/police-swamp-boat/,[],0.0
4897-1,Police Trike,City > Police,2008.0,24.0,/sets/4897-1/9221.jpg/180x180p.jpg,/sets/4897-1/police-trike/,[],0.0
30227-1,Police Watercraft,City > Police,2014.0,36.0,/sets/30227-1/7648.jpg/180x180p.jpg,/sets/30227-1/police-watercraft/,"['\n$6.00\n', '\n$6.00\n']",6.0
30359-1,Police Water Plane,City > Police,2018.0,48.0,/sets/30359-1/2304.jpg/180x180p.jpg,/sets/30359-1/police-water-plane/,"['\n$5.50\n', '\n$5.50\n']",5.5
30567-1,Police Water Scooter,City > Police,2021.0,33.0,/sets/30567-1/79397.jpg/180x180p.jpg,/sets/30567-1/police-water-scooter/,"['\n$6.94\n', '\n$4.89\n', '\n$6.94\n', '\n$4.89\n']",5.92
30364-1,Popcorn Cart,City,2019.0,43.0,/sets/30364-1/11291.jpg/180x180p.jpg,/sets/30364-1/popcorn-cart/,"['\n$5.45\n', '\n$5.45\n']",5.45
4643-1,Power Boat Transporter,City > Harbor,2011.0,255.0,/sets/4643-1/7653.jpg/180x180p.jpg,/sets/4643-1/power-boat-transporter/,[],0.0
7286-1,Prisoner Transport,City > Police,2011.0,173.0,/sets/7286-1/49638.jpg/180x180p.jpg,/sets/7286-1/prisoner-transport/,[],0.0
7245-1,"Prisoner Transport, Black Logo",City > Police,2005.0,100.0,/sets/7245-1/8070.jpg/180x180p.jpg,/sets/7245-1/prisoner-transport-black-logo/,[],0.0
60043-1,Prisoner Transporter,City > Police,2014.0,197.0,/sets/60043-1/7267.jpg/180x180p.jpg,/sets/60043-1/prisoner-transporter/,[],0.0
60130-1,Prison Island,City > Police,2016.0,754.0,/sets/60130-1/9236.jpg/180x180p.jpg,/sets/60130-1/prison-island/,[],0.0
30346-1,Prison Island Helicopter,City > Police,2016.0,46.0,/sets/30346-1/7341.jpg/180x180p.jpg,/sets/30346-1/prison-island-helicopter/,"['\n$5.07\n', '\n$5.07\n']",5.07
60127-1,Prison Island Starter Set,City > Police,2016.0,92.0,/sets/60127-1/6569.jpg/180x180p.jpg,/sets/60127-1/prison-island-starter-set/,"['\n$21.32\n', '\n$21.32\n']",21.32
8404-1,Public Transport,City > Traffic,2010.0,864.0,/sets/8404-1/2009.jpg/180x180p.jpg,/sets/8404-1/public-transport/,"['\n$268.00\n', '\n$268.00\n']",268.0
5611-1,Public Works,City > Traffic,2008.0,31.0,/sets/5611-1/11521.jpg/180x180p.jpg,/sets/5611-1/public-works/,[],0.0
PUPPY-HOUSE-1,Puppy House,City,2019.0,71.0,/sets/puppy-house-1/9980.jpg/180x180p.jpg,/sets/PUPPY-HOUSE-1/puppy-house/,[],0.0
30363-1,Race Boat,City > Harbor,2019.0,34.0,/sets/30363-1/15097.jpg/180x180p.jpg,/sets/30363-1/race-boat/,"['\n$4.99\n', '\n$4.99\n']",4.99
60254-1,Race Boat Transporter,City,2020.0,239.0,/sets/60254-1/15168.jpg/180x180p.jpg,/sets/60254-1/race-boat-transporter/,"['\n$48.00\n', '\n$39.95\n', '\n$26.77\n', '\n$48.00\n', '\n$39.95\n', '\n$26.77\n']",38.24
60288-1,Race Buggy Transporter,City,2021.0,210.0,/sets/60288-1/77130.jpg/180x180p.jpg,/sets/60288-1/race-buggy-transporter/,"['\n$24.99\n', '\n$27.00\n', '\n$24.99\n', '\n$27.00\n']",25.99
30150-1,Race Car,City > Traffic,2012.0,35.0,/sets/30150-1/8625.jpg/180x180p.jpg,/sets/30150-1/race-car/,"['\n$3.38\n', '\n$3.38\n']",3.38
60053-1,Race Car,City,2014.0,100.0,/sets/60053-1/13162.jpg/180x180p.jpg,/sets/60053-1/race-car/,[],0.0
60322-1,Race Car,City,2022.0,46.0,/sets/60322-1/95834.jpg/180x180p.jpg,/sets/60322-1/race-car/,"['\n$9.99\n', '\n$8.75\n', '\n$9.99\n', '\n$8.75\n']",9.37
951807-1,Race Driver & Go-kart,City,2018.0,38.0,/sets/951807-1/75448.jpg/180x180p.jpg,/sets/951807-1/race-driver-go-kart/,"['\n$2.89\n', '\n$2.89\n']",2.89
60144-1,Race Plane,City > Airport,2017.0,89.0,/sets/60144-1/27818.jpg/180x180p.jpg,/sets/60144-1/race-plane/,"['\n$15.79\n', '\n$15.79\n']",15.79
60084-1,Racing Bike Transporter,City,2015.0,178.0,/sets/60084-1/1326.jpg/180x180p.jpg,/sets/60084-1/racing-bike-transporter/,"['\n$42.99\n', '\n$42.99\n']",42.99
60256-1,Racing Cars,City > Traffic,2020.0,190.0,/sets/60256-1/14538.jpg/180x180p.jpg,/sets/60256-1/racing-cars/,"['\n$33.39\n', '\n$23.99\n', '\n$33.39\n', '\n$23.99\n', '\n$25.00\n']",27.95
60113-1,Rally Car,City,2016.0,104.0,/sets/60113-1/8752.jpg/180x180p.jpg,/sets/60113-1/rally-car/,[],0.0
60332-1,Reckless Scorpion Stunt Bike,City,2022.0,15.0,/sets/60332-1/101824.jpg/180x180p.jpg,/sets/60332-1/reckless-scorpion-stunt-bike/,"['\n$15.00\n', '\n$7.99\n', '\n$5.68\n', '\n$15.00\n', '\n$7.99\n', '\n$5.68\n']",9.56
7991-1,Recycle Truck,City > Traffic,2007.0,206.0,/sets/7991-1/11894.jpg/180x180p.jpg,/sets/7991-1/recycle-truck/,[],0.0
4206-2,Recycling Truck,City > Traffic,2012.0,297.0,/sets/4206-2/46786.jpg/180x180p.jpg,/sets/4206-2/recycling-truck/,[],0.0
3677-1,Red Cargo Train,City > Trains,2011.0,827.0,/sets/3677-1/53050.jpg/180x180p.jpg,/sets/3677-1/red-cargo-train/,[],0.0
30229-1,Repair Lift,City > Construction,2014.0,40.0,/sets/30229-1/3757.jpg/180x180p.jpg,/sets/30229-1/repair-lift/,"['\n$3.52\n', '\n$3.52\n']",3.52
3179-1,Repair Truck,City > Traffic,2010.0,123.0,/sets/3179-1/6194.jpg/180x180p.jpg,/sets/3179-1/repair-truck/,[],0.0
K7890-1,Rescue Collection,City > Hospital,2007.0,0.0,/sets/k7890-1/12798.jpg/180x180p.jpg,/sets/K7890-1/rescue-collection/,[],0.0
7903-1,Rescue Helicopter,City > Hospital,2006.0,249.0,/sets/7903-1/62858.jpg/180x180p.jpg,/sets/7903-1/rescue-helicopter/,[],0.0
60343-1,Rescue Helicopter Transport,City,2022.0,215.0,/sets/60343-1/95645.jpg/180x180p.jpg,/sets/60343-1/rescue-helicopter-transport/,"['\n$22.95\n', '\n$29.99\n', '\n$21.33\n', '\n$22.95\n', '\n$29.99\n', '\n$21.33\n']",24.76
60304-1,Road Plates,City,2021.0,112.0,/sets/60304-1/77141.jpg/180x180p.jpg,/sets/60304-1/road-plates/,"['\n$19.99\n', '\n$24.18\n', '\n$19.99\n', '\n$12.98\n', '\n$18.99\n', '\n$19.99\n', '\n$24.18\n', '\n$19.99\n', '\n$12.98\n', '\n$18.99\n']",19.23
30003-1,Road Roller,City > Construction,2009.0,31.0,/sets/30003-1/2749.jpg/180x180p.jpg,/sets/30003-1/road-roller/,"['\n$9.70\n', '\n$9.70\n']",9.7
30357-1,Road Worker,City > Construction,2018.0,58.0,/sets/30357-1/14191.jpg/180x180p.jpg,/sets/30357-1/road-worker/,"['\n$4.83\n', '\n$4.83\n']",4.83
4438-1,Robbers' Hideout,City > Police,2012.0,317.0,/sets/4438-1/2790.jpg/180x180p.jpg,/sets/4438-1/robbers-hideout/,[],0.0
ROCKBAND-1,Rock Band Bus,City,2009.0,258.0,/sets/rockband-1/67514.jpg/180x180p.jpg,/sets/ROCKBAND-1/rock-band-bus/,[],0.0
60229-1,Rocket Assembly & Transport,City > Mars Exploration,2019.0,1062.0,/sets/60229-1/19540.jpg/180x180p.jpg,/sets/60229-1/rocket-assembly-transport/,"['\n$166.50\n', '\n$166.50\n']",166.5
60351-1,Rocket Launch Center,City,2022.0,1010.0,/sets/60351-1/95378.jpg/180x180p.jpg,/sets/60351-1/rocket-launch-center/,"['\n$159.95\n', '\n$119.99\n', '\n$159.99\n', '\n$188.42\n', '\n$159.95\n', '\n$119.99\n', '\n$159.99\n', '\n$188.42\n']",157.09
60298-1,Rocket Stunt Bike,City,2021.0,14.0,/sets/60298-1/89785.jpg/180x180p.jpg,/sets/60298-1/rocket-stunt-bike/,"['\n$7.99\n', '\n$7.99\n', '\n$4.50\n', '\n$7.99\n', '\n$7.99\n', '\n$4.50\n']",6.83
951911-1,Rover,City > Mars Exploration,2019.0,23.0,/sets/951911-1/15317.jpg/180x180p.jpg,/sets/951911-1/rover/,"['\n$3.69\n', '\n$3.69\n']",3.69
60225-1,Rover Testing Drive,City > Mars Exploration,2019.0,202.0,/sets/60225-1/22136.jpg/180x180p.jpg,/sets/60225-1/rover-testing-drive/,"['\n$38.95\n', '\n$45.00\n', '\n$38.95\n', '\n$45.00\n']",41.98
60267-1,Safari Off-roader,City > Off-Road,2020.0,168.0,/sets/60267-1/14531.jpg/180x180p.jpg,/sets/60267-1/safari-off-roader/,"['\n$34.99\n', '\n$25.99\n', '\n$30.00\n', '\n$34.99\n', '\n$25.99\n', '\n$30.00\n']",30.33
60168-1,Sailboat Rescue,City > Coast Guard,2017.0,196.0,/sets/60168-1/2468.jpg/180x180p.jpg,/sets/60168-1/sailboat-rescue/,[],0.0
952205-1,Sally Stardust’s Satellite,City,2022.0,22.0,/sets/952205-1/102380.jpg/180x180p.jpg,/sets/952205-1/sally-stardusts-satellite/,"['\n$3.30\n', '\n$3.30\n']",3.3
952203-1,Sam Speedster’s Motorcycle,City,2022.0,12.0,/sets/952203-1/99868.jpg/180x180p.jpg,/sets/952203-1/sam-speedsters-motorcycle/,"['\n$2.73\n', '\n$2.73\n']",2.73
40578-1,Sandwich Shop,City,2022.0,110.0,/sets/40578-1/109782.jpg/180x180p.jpg,/sets/40578-1/sandwich-shop/,"['\n$29.74\n', '\n$11.32\n', '\n$29.74\n', '\n$11.32\n']",20.53
3366-1,Satellite Launch Pad,City,2011.0,165.0,/sets/3366-1/14827.jpg/180x180p.jpg,/sets/3366-1/satellite-launch-pad/,[],0.0
60224-1,Satellite Service Mission,City > Mars Exploration,2019.0,84.0,/sets/60224-1/21167.jpg/180x180p.jpg,/sets/60224-1/satellite-service-mission/,"['\n$9.09\n', '\n$9.09\n']",9.09
60329-1,School Day,City,2022.0,433.0,/sets/60329-1/95511.jpg/180x180p.jpg,/sets/60329-1/school-day/,"['\n$54.00\n', '\n$69.99\n', '\n$54.11\n', '\n$54.00\n', '\n$69.99\n', '\n$54.11\n']",59.37
952012-1,Scuba Diver,City,2020.0,13.0,/sets/952012-1/76695.jpg/180x180p.jpg,/sets/952012-1/scuba-diver/,"['\n$2.63\n', '\n$2.63\n']",2.63
952019-1,Scuba Diver and Shark,City,2020.0,12.0,/sets/952019-1/69647.jpg/180x180p.jpg,/sets/952019-1/scuba-diver-and-shark/,"['\n$3.96\n', '\n$3.96\n']",3.96
30225-1,Seaplane,City > Coast Guard,2013.0,37.0,/sets/30225-1/813.jpg/180x180p.jpg,/sets/30225-1/seaplane/,"['\n$8.99\n', '\n$8.99\n']",8.99
60164-1,Sea Rescue Plane,City > Coast Guard,2017.0,141.0,/sets/60164-1/2503.jpg/180x180p.jpg,/sets/60164-1/sea-rescue-plane/,[],0.0
60308-1,Seaside Police and Fire Mission,City,2021.0,297.0,/sets/60308-1/87718.jpg/180x180p.jpg,/sets/60308-1/seaside-police-and-fire-mission/,"['\n$53.99\n', '\n$57.74\n', '\n$49.99\n', '\n$44.90\n', '\n$53.99\n', '\n$57.74\n', '\n$49.99\n', '\n$44.90\n']",51.66
60309-1,Selfie Stunt Bike,City,2021.0,14.0,/sets/60309-1/89796.jpg/180x180p.jpg,/sets/60309-1/selfie-stunt-bike/,"['\n$7.99\n', '\n$5.73\n', '\n$7.99\n', '\n$5.73\n']",6.86
7993-1,Service Station,City > Traffic,2007.0,406.0,/sets/7993-1/55748.jpg/180x180p.jpg,/sets/7993-1/service-station/,[],0.0
60132-1,Service Station,City > Traffic,2016.0,515.0,/sets/60132-1/716.jpg/180x180p.jpg,/sets/60132-1/service-station/,"['\n$79.55\n', '\n$79.55\n']",79.55
60257-1,Service Station,City,2020.0,354.0,/sets/60257-1/14805.jpg/180x180p.jpg,/sets/60257-1/service-station/,"['\n$67.99\n', '\n$59.99\n', '\n$47.99\n', '\n$49.15\n', '\n$67.99\n', '\n$59.99\n', '\n$47.99\n', '\n$49.15\n']",56.28
60306-1,Shopping Street,City,2021.0,533.0,/sets/60306-1/78462.jpg/180x180p.jpg,/sets/60306-1/shopping-street/,"['\n$89.80\n', '\n$61.99\n', '\n$106.40\n', '\n$89.80\n', '\n$61.99\n', '\n$106.40\n']",86.06
60290-1,Skate Park,City,2021.0,195.0,/sets/60290-1/77292.jpg/180x180p.jpg,/sets/60290-1/skate-park/,"['\n$42.94\n', '\n$27.95\n', '\n$29.74\n', '\n$42.94\n', '\n$27.95\n', '\n$29.74\n']",33.54
30568-1,Skater,City,2021.0,40.0,/sets/30568-1/79317.jpg/180x180p.jpg,/sets/30568-1/skater/,"['\n$3.98\n', '\n$3.98\n']",3.98
60203-1,Ski Resort,City,2019.0,806.0,/sets/60203-1/22186.jpg/180x180p.jpg,/sets/60203-1/ski-resort/,"['\n$93.50\n', '\n$139.50\n', '\n$93.50\n', '\n$139.50\n']",116.5
60210-1,Sky Police Air Base,City > Police,2019.0,529.0,/sets/60210-1/16593.jpg/180x180p.jpg,/sets/60210-1/sky-police-air-base/,"['\n$84.95\n', '\n$69.42\n', '\n$84.95\n', '\n$69.42\n']",77.18
60209-1,Sky Police Diamond Heist,City > Police,2019.0,400.0,/sets/60209-1/16592.jpg/180x180p.jpg,/sets/60209-1/sky-police-diamond-heist/,"['\n$84.99\n', '\n$84.99\n']",84.99
60207-1,Sky Police Drone Chase,City > Police,2019.0,192.0,/sets/60207-1/14665.jpg/180x180p.jpg,/sets/60207-1/sky-police-drone-chase/,"['\n$75.99\n', '\n$25.21\n', '\n$75.99\n', '\n$25.21\n']",50.6
30362-1,Sky Police Jetpack,City > Police,2019.0,33.0,/sets/30362-1/11287.jpg/180x180p.jpg,/sets/30362-1/sky-police-jetpack/,"['\n$3.68\n', '\n$3.68\n']",3.68
60206-1,Sky Police Jet Patrol,City > Police,2019.0,54.0,/sets/60206-1/11075.jpg/180x180p.jpg,/sets/60206-1/sky-police-jet-patrol/,"['\n$9.08\n', '\n$9.08\n']",9.08
60208-1,Sky Police Parachute Arrest,City > Police,2019.0,218.0,/sets/60208-1/14951.jpg/180x180p.jpg,/sets/60208-1/sky-police-parachute-arrest/,"['\n$29.99\n', '\n$49.11\n', '\n$29.99\n', '\n$49.11\n']",39.55
3177-1,Small Car,City > Traffic,2010.0,43.0,/sets/3177-1/3470.jpg/180x180p.jpg,/sets/3177-1/small-car/,"['\n$28.00\n', '\n$28.00\n']",28.0
30016-1,Small Satellite,City,2011.0,35.0,/sets/30016-1/2781.jpg/180x180p.jpg,/sets/30016-1/small-satellite/,[],0.0
60222-1,Snow Groomer,City,2019.0,197.0,/sets/60222-1/10612.jpg/180x180p.jpg,/sets/60222-1/snow-groomer/,"['\n$19.80\n', '\n$33.34\n', '\n$19.80\n', '\n$33.34\n']",26.57
60083-1,Snowplow Truck,City > Traffic,2015.0,196.0,/sets/60083-1/11946.jpg/180x180p.jpg,/sets/60083-1/snowplow-truck/,[],0.0
60080-1,Spaceport,City,2015.0,586.0,/sets/60080-1/7166.jpg/180x180p.jpg,/sets/60080-1/spaceport/,[],0.0
5004735-1,Space Port Collection,City,2015.0,0.0,/nil.png/180x180p.png,/sets/5004735-1/space-port-collection/,[],0.0
5004736-1,Space Port Shuttle Collection,City,2015.0,0.0,/sets/5004736-1/103538.jpg/180x180p.jpg,/sets/5004736-1/space-port-shuttle-collection/,[],0.0
60313-1,Space Ride Amusement Truck,City,2022.0,433.0,/sets/60313-1/101836.jpg/180x180p.jpg,/sets/60313-1/space-ride-amusement-truck/,"['\n$41.97\n', '\n$49.99\n', '\n$41.97\n', '\n$49.99\n']",45.98
30365-1,Space Satellite,City > Mars Exploration,2019.0,36.0,/sets/30365-1/15500.jpg/180x180p.jpg,/sets/30365-1/space-satellite/,"['\n$6.00\n', '\n$6.00\n']",6.0
3367-1,Space Shuttle,City,2011.0,231.0,/sets/3367-1/8652.jpg/180x180p.jpg,/sets/3367-1/space-shuttle/,"['\n$53.99\n', '\n$53.99\n']",53.99
60077-1,Space Starter Set,City,2015.0,107.0,/sets/60077-1/8863.jpg/180x180p.jpg,/sets/60077-1/space-starter-set/,"['\n$20.95\n', '\n$20.95\n']",20.95
30315-1,Space Utility Vehicle,City,2015.0,39.0,/sets/30315-1/800.jpg/180x180p.jpg,/sets/30315-1/space-utility-vehicle/,[],0.0
7244-1,Speedboat,City,2005.0,111.0,/sets/7244-1/1311.jpg/180x180p.jpg,/sets/7244-1/speedboat/,[],0.0
4641-1,Speed Boat,City > Harbor,2011.0,34.0,/sets/4641-1/1772.jpg/180x180p.jpg,/sets/4641-1/speed-boat/,[],0.0
951910-1,Speed Control,City > Police,2019.0,13.0,/sets/951910-1/14844.jpg/180x180p.jpg,/sets/951910-1/speed-control/,"['\n$2.96\n', '\n$2.96\n']",2.96
60178-1,Speed Record Car,City > Traffic,2018.0,78.0,/sets/60178-1/1488.jpg/180x180p.jpg,/sets/60178-1/speed-record-car/,"['\n$8.10\n', '\n$8.10\n']",8.1
8402-1,Sports Car,City > Traffic,2009.0,68.0,/sets/8402-1/4006.jpg/180x180p.jpg,/sets/8402-1/sports-car/,"['\n$14.88\n', '\n$14.88\n']",14.88
30349-1,Sports Car,City > Traffic,2016.0,47.0,/sets/30349-1/6504.jpg/180x180p.jpg,/sets/30349-1/sports-car/,"['\n$3.30\n', '\n$3.30\n']",3.3
